PROBEID	SYMBOL	ENTREZID	GENENAME
3317253	TSPAN32	10077	tetraspanin 32
2434490	ENSA	2029	endosulfine alpha
3865206	NKPD1	284353	NTPase KAP family P-loop domain containing 1
2523618	NA	NA	NA
2993639	CBX3	11335	chromobox 3
3229338	FCN1	2219	ficolin 1
3229338	FCN2	2220	ficolin 2
2558150	AAK1	22848	AP2 associated kinase 1
2558150	SNORA36C	100124535	"small nucleolar RNA, H/ACA box 36C"
2326846	TRNP1	388610	TMF1 regulated nuclear protein 1
2889466	GMCL2	64396	"germ cell-less 2, spermatogenesis associated"
2889466	GMCL1	64395	"germ cell-less 1, spermatogenesis associated"
3936330	LINC00528	200298	long intergenic non-protein coding RNA 528
3519540	NA	NA	NA
3874994	LOC643406	643406	uncharacterized LOC643406
3874994	LINC00654	149837	long intergenic non-protein coding RNA 654
3064293	EPHB4	2050	EPH receptor B4
2335160	FOXE3	2301	forkhead box E3
3188993	ARPC5L	81873	actin related protein 2/3 complex subunit 5 like
3716113	TP53I13	90313	tumor protein p53 inducible protein 13
3264059	ADRA2A	150	adrenoceptor alpha 2A
2322786	PADI1	29943	peptidyl arginine deiminase 1
3923982	FAM207A	85395	family with sequence similarity 207 member A
3848525	CLEC4G	339390	C-type lectin domain family 4 member G
3740531	NA	NA	NA
2792305	ANP32C	23520	acidic nuclear phosphoprotein 32 family member C
3018866	DNAJB9	4189	DnaJ heat shock protein family (Hsp40) member B9
3847989	CD70	970	CD70 molecule
3676721	NA	NA	NA
3907161	WFDC5	149708	WAP four-disulfide core domain 5
2669803	SCN11A	11280	sodium voltage-gated channel alpha subunit 11
3829150	NA	NA	NA
3006572	AUTS2	26053	activator of transcription and developmental regulator AUTS2
3006572	LOC105375347	105375347	uncharacterized LOC105375347
3191113	PRRX2	51450	paired related homeobox 2
2772160	NA	NA	NA
3360136	OR52B4	143496	olfactory receptor family 52 subfamily B member 4
3350655	APOC3	345	apolipoprotein C3
2675150	HYAL1	3373	hyaluronidase 1
3334277	NUDT22	84304	nudix hydrolase 22
3684039	CRYM	1428	crystallin mu
3475154	NA	NA	NA
3210013	TRPM6	140803	transient receptor potential cation channel subfamily M member 6
3393200	PCSK7	9159	proprotein convertase subtilisin/kexin type 7
3426917	METAP2	10988	methionyl aminopeptidase 2
2375038	GPR37L1	9283	G protein-coupled receptor 37 like 1
3617312	SLC12A6	9990	solute carrier family 12 member 6
3857811	C19orf12	83636	chromosome 19 open reading frame 12
3275410	NA	NA	NA
7385547	CCL2	6347	C-C motif chemokine ligand 2
2390307	OR2L3	391192	olfactory receptor family 2 subfamily L member 3
2383775	NA	NA	NA
2711957	XXYLT1	152002	xyloside xylosyltransferase 1
3707035	NA	NA	NA
3903461	NA	NA	NA
3005444	TPST1	8460	tyrosylprotein sulfotransferase 1
3664924	CA7	766	carbonic anhydrase 7
2715440	RNF4	6047	ring finger protein 4
2715440	FAM193A	8603	family with sequence similarity 193 member A
3983080	UBE2DNL	100131816	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)
3475007	NA	NA	NA
3986346	CLDN2	9075	claudin 2
3461121	IL26	55801	interleukin 26
2959039	KHDRBS2	202559	"KH RNA binding domain containing, signal transduction associated 2"
3629610	IGDCC3	9543	immunoglobulin superfamily DCC subclass member 3
2336809	DMRTB1	63948	DMRT like family B with proline rich C-terminal 1
3834257	CEACAM21	90273	CEA cell adhesion molecule 21
3834257	LOC105372404	105372404	uncharacterized LOC105372404
2531377	SP100	6672	SP100 nuclear antigen
3550343	AK7	122481	adenylate kinase 7
3708528	TNK1	8711	tyrosine kinase non receptor 1
3795045	ATP9B	374868	ATPase phospholipid transporting 9B (putative)
3579501	SLC25A29	123096	solute carrier family 25 member 29
3895274	LZTS3	9762	leucine zipper tumor suppressor family member 3
3894699	SIRPD	128646	signal regulatory protein delta
3894699	LOC105372498	105372498	uncharacterized LOC105372498
3598199	ANKDD1A	348094	ankyrin repeat and death domain containing 1A
3527958	NA	NA	NA
3871557	ZNF579	163033	zinc finger protein 579
3867065	TMEM143	55260	transmembrane protein 143
3557614	AP1G2	8906	adaptor related protein complex 1 subunit gamma 2
2844285	NA	NA	NA
2673509	UQCRC1	7384	ubiquinol-cytochrome c reductase core protein 1
3330892	OR8I2	120586	olfactory receptor family 8 subfamily I member 2
3950522	MOV10L1	54456	Mov10 like RISC complex RNA helicase 1
2622590	GNAT1	2779	G protein subunit alpha transducin 1
3304797	CALHM3	119395	calcium homeostasis modulator 3
3676395	NTHL1	4913	nth like DNA glycosylase 1
2719440	C1QTNF7	114905	C1q and TNF related 7
3882369	BPIFA3	128861	BPI fold containing family A member 3
2947842	MAS1L	116511	"MAS1 proto-oncogene like, G protein-coupled receptor"
2536354	NA	NA	NA
3751541	GIT1	28964	GIT ArfGAP 1
3552684	DIO3	1735	iodothyronine deiodinase 3
2815791	HEXB	3074	hexosaminidase subunit beta
3528013	RPGRIP1	57096	RPGR interacting protein 1
3749698	NA	NA	NA
2755593	TRIML1	339976	tripartite motif family like 1
2486811	PLEK	5341	pleckstrin
2486811	LOC102724389	102724389	uncharacterized LOC102724389
3330965	OR8U1	219417	olfactory receptor family 8 subfamily U member 1
3330965	OR8U8	504189	olfactory receptor family 8 subfamily U member 8
3330965	OR8U9	504190	olfactory receptor family 8 subfamily U member 9
2854737	PRKAA1	5562	protein kinase AMP-activated catalytic subunit alpha 1
2623821	PHF7	51533	PHD finger protein 7
2725977	GABRB1	2560	gamma-aminobutyric acid type A receptor subunit beta1
3843027	USP29	57663	ubiquitin specific peptidase 29
3248470	CABCOCO1	219621	ciliary associated calcium binding coiled-coil 1
3322095	NA	NA	NA
3481890	ATP12A	479	ATPase H+/K+ transporting non-gastric alpha2 subunit
3186491	PAPPA	5069	pappalysin 1
3719515	DUSP14	11072	dual specificity phosphatase 14
3884612	SNORA71E	677821	"small nucleolar RNA, H/ACA box 71E"
3884612	SNORA60	677837	"small nucleolar RNA, H/ACA box 60"
3884612	SNHG11	128439	small nucleolar RNA host gene 11
3722384	NBR2	10230	neighbor of BRCA1 lncRNA 2
3501415	NAXD	55739	NAD(P)HX dehydratase
2878987	PCDH12	51294	protocadherin 12
3732230	PITPNC1	26207	phosphatidylinositol transfer protein cytoplasmic 1
2451918	KISS1	3814	KiSS-1 metastasis suppressor
3248897	NRBF2	29982	nuclear receptor binding factor 2
3656990	ITGAM	3684	integrin subunit alpha M
2333051	TIE1	7075	tyrosine kinase with immunoglobulin like and EGF like domains 1
3046681	TRGV5	6978	T cell receptor gamma variable 5
3046681	TRGV3	6976	T cell receptor gamma variable 3
3428035	FAM71C	196472	family with sequence similarity 71 member C
2475116	PLB1	151056	phospholipase B1
3867326	MAMSTR	284358	MEF2 activating motif and SAP domain containing transcriptional regulator
3275588	NA	NA	NA
2406325	NA	NA	NA
3913220	RBBP8NL	140893	RBBP8 N-terminal like
2349211	DNAJA1P5	94236	DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5
3838052	DHDH	27294	dihydrodiol dehydrogenase
3556204	NA	NA	NA
3831292	NA	NA	NA
2926447	TCF21	6943	transcription factor 21
3986412	NA	NA	NA
3271018	GLRX3	10539	glutaredoxin 3
3441168	FGF23	8074	fibroblast growth factor 23
3742532	SLC52A1	55065	solute carrier family 52 member 1
2369609	AXDND1	126859	axonemal dynein light chain domain containing 1
2951369	TCP11	6954	t-complex 11
2954280	PEX6	5190	peroxisomal biogenesis factor 6
3413344	PFKM	5213	"phosphofructokinase, muscle"
3341497	THRSP	7069	thyroid hormone responsive
3542847	SIPA1L1	26037	signal induced proliferation associated 1 like 1
3542847	SNORD56B	319139	"small nucleolar RNA, C/D box 56B"
3542847	LOC145474	145474	uncharacterized LOC145474
3781980	TTC39C	125488	tetratricopeptide repeat domain 39C
2363784	HSPA6	3310	heat shock protein family A (Hsp70) member 6
2363784	HSPA7	3311	heat shock protein family A (Hsp70) member 7 (pseudogene)
2710764	UTS2B	257313	urotensin 2B
3362826	LYVE1	10894	lymphatic vessel endothelial hyaluronan receptor 1
2905664	ZFAND3	60685	zinc finger AN1-type containing 3
3831302	NA	NA	NA
3937743	SERPIND1	3053	serpin family D member 1
3456212	MAP3K12	7786	mitogen-activated protein kinase kinase kinase 12
2984230	C6orf118	168090	chromosome 6 open reading frame 118
3103703	PI15	51050	peptidase inhibitor 15
2497161	IL18RAP	8807	interleukin 18 receptor accessory protein
3740550	NA	NA	NA
2501161	IL36RN	26525	interleukin 36 receptor antagonist
3218474	OR13C3	138803	olfactory receptor family 13 subfamily C member 3
3623270	SHC4	399694	SHC adaptor protein 4
3443183	CLEC4E	26253	C-type lectin domain family 4 member E
3687435	TBX6	6911	T-box transcription factor 6
2686775	NA	NA	NA
3436329	RFLNA	144347	refilin A
3436329	ZNF664-RFLNA	100533183	ZNF664-RFLNA readthrough
3656965	TRIM72	493829	tripartite motif containing 72
2968250	NA	NA	NA
3015655	FBXO24	26261	F-box protein 24
3653317	RBBP6	5930	"RB binding protein 6, ubiquitin ligase"
3846363	APBA3	9546	amyloid beta precursor protein binding family A member 3
3868828	KLK10	5655	kallikrein related peptidase 10
3851454	ZNF799	90576	zinc finger protein 799
3851454	ZNF443	10224	zinc finger protein 443
3159013	ZNF34	80778	zinc finger protein 34
2409770	TMEM53	79639	transmembrane protein 53
2409770	RNU5F-1	26828	"RNA, U5F small nuclear 1"
2409770	LOC105378690	105378690	uncharacterized LOC105378690
2359470	IVL	3713	involucrin
3303255	ERLIN1	10613	ER lipid raft associated 1
2947789	OR12D3	81797	olfactory receptor family 12 subfamily D member 3
3959712	NA	NA	NA
2951730	SLC26A8	116369	solute carrier family 26 member 8
3725926	NA	NA	NA
3242555	GJD4	219770	gap junction protein delta 4
2990404	SCIN	85477	scinderin
3577870	DICER1	23405	"dicer 1, ribonuclease III"
2356218	ITGA10	8515	integrin subunit alpha 10
3470440	NA	NA	NA
3831209	NA	NA	NA
2662020	RAD18	56852	RAD18 E3 ubiquitin protein ligase
3683502	GP2	2813	glycoprotein 2
3318989	ZNF215	7762	zinc finger protein 215
3683783	THUMPD1	55623	THUMP domain containing 1
3415937	MYG1	60314	MYG1 exonuclease
3556254	NA	NA	NA
2542420	OSR1	130497	odd-skipped related transcription factor 1
2565339	NA	NA	NA
3659858	CNEP1R1	255919	CTD nuclear envelope phosphatase 1 regulatory subunit 1
3756319	CCR7	1236	C-C motif chemokine receptor 7
3546213	TSHR	7253	thyroid stimulating hormone receptor
3546213	LOC105370594	105370594	uncharacterized LOC105370594
2925871	ENPP3	5169	ectonucleotide pyrophosphatase/phosphodiesterase 3
2467205	NA	NA	NA
3695512	LRRC29	26231	leucine rich repeat containing 29
3148582	EIF3E	3646	eukaryotic translation initiation factor 3 subunit E
3148582	LOC105375704	105375704	uncharacterized LOC105375704
3463571	PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A
3384321	RAB30	27314	"RAB30, member RAS oncogene family"
3384321	SNORA70E	100379250	"small nucleolar RNA, H/ACA box 70E"
3475074	NA	NA	NA
2840270	KCNIP1	30820	potassium voltage-gated channel interacting protein 1
2943808	NUP153	9972	nucleoporin 153
3868891	KLK14	43847	kallikrein related peptidase 14
3341213	OMP	4975	olfactory marker protein
2968269	NA	NA	NA
3527807	TPPP2	122664	tubulin polymerization promoting protein family member 2
2406369	NA	NA	NA
2320060	NA	NA	NA
2444899	TNR	7143	tenascin R
3781429	RBBP8	5932	"RB binding protein 8, endonuclease"
2993666	NA	NA	NA
3153298	GSDMC	56169	gasdermin C
3361116	MRPL17	63875	mitochondrial ribosomal protein L17
3883129	MYH7B	57644	myosin heavy chain 7B
3815936	REEP6	92840	receptor accessory protein 6
3331686	OR9Q2	219957	olfactory receptor family 9 subfamily Q member 2
2436938	PBXIP1	57326	PBX homeobox interacting protein 1
3850445	CDKN2D	1032	cyclin dependent kinase inhibitor 2D
4062118	NA	NA	NA
3908786	STAU1	6780	staufen double-stranded RNA binding protein 1
2361384	SLC25A44	9673	solute carrier family 25 member 44
2392095	FAAP20	199990	FA core complex associated protein 20
3348748	C11orf1	64776	chromosome 11 open reading frame 1
3443206	AICDA	57379	activation induced cytidine deaminase
3894906	PDYN	5173	prodynorphin
2840425	RANBP17	64901	RAN binding protein 17
2840425	USP12	219333	ubiquitin specific peptidase 12
2996753	NPSR1	387129	neuropeptide S receptor 1
3824124	OCEL1	79629	occludin/ELL domain containing 1
2968267	NA	NA	NA
2523478	NBEAL1	65065	neurobeachin like 1
3766916	NA	NA	NA
3772090	TMC6	11322	transmembrane channel like 6
3855098	NA	NA	NA
2495279	VWA3B	200403	von Willebrand factor A domain containing 3B
2669488	PLCD1	5333	phospholipase C delta 1
3958417	NA	NA	NA
3173673	PIP5K1B	8395	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
2367086	FMO4	2329	flavin containing dimethylaniline monoxygenase 4
2367086	TOP1P1	7151	DNA topoisomerase I pseudogene 1
2367086	TOP1	7150	DNA topoisomerase I
3644541	TRAF7	84231	TNF receptor associated factor 7
3739859	NA	NA	NA
3378072	GAL3ST3	89792	galactose-3-O-sulfotransferase 3
3867227	NA	NA	NA
3184710	MUSK	4593	muscle associated receptor tyrosine kinase
3819659	NA	NA	NA
2953501	TREM2	54209	triggering receptor expressed on myeloid cells 2
3551029	LINC02914	283598	long intergenic non-protein coding RNA 2914
4031156	RPS4Y2	140032	ribosomal protein S4 Y-linked 2
3693837	GOT2	2806	glutamic-oxaloacetic transaminase 2
2409820	BEST4	266675	bestrophin 4
2982381	TCP1	6950	t-complex 1
2982381	SNORA20	677806	"small nucleolar RNA, H/ACA box 20"
2982381	SNORA29	677812	"small nucleolar RNA, H/ACA box 29"
2449536	F13B	2165	coagulation factor XIII B chain
2855285	SELENOP	6414	selenoprotein P
2853426	RANBP3L	202151	RAN binding protein 3 like
3205019	OR2S2	56656	olfactory receptor family 2 subfamily S member 2
2840640	NA	NA	NA
2366422	ATP1B1	481	ATPase Na+/K+ transporting subunit beta 1
2670725	CCK	885	cholecystokinin
3662774	ADGRG5	221188	adhesion G protein-coupled receptor G5
3899173	RRBP1	6238	ribosome binding protein 1
2498046	C2orf49	79074	chromosome 2 open reading frame 49
3360486	OR51B4	79339	olfactory receptor family 51 subfamily B member 4
3116614	TG	7038	thyroglobulin
3385834	GRM5	2915	glutamate metabotropic receptor 5
3385834	GRM5P1	440040	GRM5 pseudogene 1
2815455	UTP15	84135	UTP15 small subunit processome component
3095057	ADAM32	203102	ADAM metallopeptidase domain 32
2844287	NA	NA	NA
3322105	NA	NA	NA
3822849	CLEC17A	388512	C-type lectin domain containing 17A
2673873	IMPDH2	3615	inosine monophosphate dehydrogenase 2
3557106	ACIN1	22985	apoptotic chromatin condensation inducer 1
3332204	OOSP2	219990	oocyte secreted protein 2
3332204	OOSP1	255649	oocyte secreted protein 1
2324820	EPHA8	2046	EPH receptor A8
3354293	ROBO3	64221	roundabout guidance receptor 3
3842504	NLRP5	126206	NLR family pyrin domain containing 5
3688270	PRSS36	146547	serine protease 36
3275582	NA	NA	NA
2768323	CNGA1	1259	cyclic nucleotide gated channel subunit alpha 1
3744072	ALOX12B	242	"arachidonate 12-lipoxygenase, 12R type"
3709540	PFAS	5198	phosphoribosylformylglycinamidine synthase
2954324	MEA1	4201	male-enhanced antigen 1
2787073	UCP1	7350	uncoupling protein 1
2599580	PRKAG3	53632	protein kinase AMP-activated non-catalytic subunit gamma 3
3710804	LINC00670	284034	long intergenic non-protein coding RNA 670
3835966	RELB	5971	"RELB proto-oncogene, NF-kB subunit"
3998839	FAM9A	171482	family with sequence similarity 9 member A
2782267	NEUROG2	63973	neurogenin 2
3933451	UMODL1-AS1	150147	UMODL1 antisense RNA 1
4001476	RS1	6247	retinoschisin 1
3620799	TTBK2	146057	tau tubulin kinase 2
3289774	MBL2	4153	mannose binding lectin 2
3450362	SYT10	341359	synaptotagmin 10
3702352	HSDL1	83693	hydroxysteroid dehydrogenase like 1
3282016	ABI1	10006	abl interactor 1
2855818	FGF10	2255	fibroblast growth factor 10
2855818	LINC02224	102723839	long intergenic non-protein coding RNA 2224
3933536	TFF3	7033	trefoil factor 3
3047202	MPLKIP	136647	M-phase specific PLK1 interacting protein
3047202	LOC105375245	105375245	uncharacterized LOC105375245
3591327	CCNDBP1	23582	cyclin D1 binding protein 1
2401670	MYOM3	127294	myomesin 3
2781736	CFI	3426	complement factor I
3416036	PCBP2	5094	poly(rC) binding protein 2
3416036	PCBP2-OT1	102157401	PCBP2 overlapping transcript 1
3652609	SMG1P1	641298	SMG1 pseudogene 1
3652609	SMG1P3	100271836	SMG1 pseudogene 3
3652609	SMG1	23049	SMG1 nonsense mediated mRNA decay associated PI3K related kinase
3652609	SMG1P5	595101	SMG1 pseudogene 5
3652609	SMG1P2	440354	SMG1 pseudogene 2
3652609	BOLA2-SMG1P6	107282092	BOLA2-SMG1P6 readthrough
3462630	CAPS2	84698	calcyphosine 2
3396107	ESAM	90952	endothelial cell adhesion molecule
2620348	TGM4	7047	transglutaminase 4
2406252	NA	NA	NA
3653677	AQP8	343	aquaporin 8
4012407	DMRTC1B	728656	DMRT like family C1B
4012407	DMRTC1	63947	DMRT like family C1
4012407	FAM226B	653687	family with sequence similarity 226 member B
4012407	FAM226A	203429	family with sequence similarity 226 member A
3753860	CCL5	6352	C-C motif chemokine ligand 5
3958255	NA	NA	NA
2452724	PM20D1	148811	peptidase M20 domain containing 1
2530539	MFF	56947	mitochondrial fission factor
3460467	RPSAP52	204010	ribosomal protein SA pseudogene 52
3470295	NA	NA	NA
3958339	NA	NA	NA
3756676	KRTAP1-5	83895	keratin associated protein 1-5
2576788	ANKRD30BL	554226	ankyrin repeat domain 30B like
2576788	ANKRD30BP2	149992	ankyrin repeat domain 30B pseudogene 2
2576788	LOC644669	644669	ankyrin repeat domain 30B pseudogene
3044129	GGCT	79017	gamma-glutamylcyclotransferase
3487432	DNAJC15	29103	DnaJ heat shock protein family (Hsp40) member C15
2326327	CNKSR1	10256	connector enhancer of kinase suppressor of Ras 1
3399379	SPATA19	219938	spermatogenesis associated 19
2758602	OTOP1	133060	otopetrin 1
2758602	UNC93B1	81622	"unc-93 homolog B1, TLR signaling regulator"
3529408	CARMIL3	90668	capping protein regulator and myosin 1 linker 3
3208640	PRKACG	5568	protein kinase cAMP-activated catalytic subunit gamma
2519577	COL3A1	1281	collagen type III alpha 1 chain
3985260	GPRASP1	9737	G protein-coupled receptor associated sorting protein 1
3929237	TCP10L	140290	t-complex 10 like
2390355	OR2M4	26245	olfactory receptor family 2 subfamily M member 4
4024538	MAGEC2	51438	MAGE family member C2
2606643	COPS9	150678	COP9 signalosome subunit 9
3275602	NA	NA	NA
3330927	OR5T1	390155	olfactory receptor family 5 subfamily T member 1
2844246	NA	NA	NA
3755580	CACNB1	782	calcium voltage-gated channel auxiliary subunit beta 1
2780060	SLC9B1	150159	solute carrier family 9 member B1
3677209	NA	NA	NA
3840253	ZNF534	147658	zinc finger protein 534
2354634	PHGDH	26227	phosphoglycerate dehydrogenase
2354634	LOC105378936	105378936	uncharacterized LOC105378936
3589756	BUB1B-PAK6	106821730	BUB1B-PAK6 readthrough
3589756	PAK6	56924	p21 (RAC1) activated kinase 6
2328595	NA	NA	NA
2657665	TP63	8626	tumor protein p63
3725714	NXPH3	11248	neurexophilin 3
3870478	OSCAR	126014	osteoclast associated Ig-like receptor
3351166	IL10RA	3587	interleukin 10 receptor subunit alpha
3577595	SERPINA6	866	serpin family A member 6
3042063	NPVF	64111	neuropeptide VF precursor
3846638	MAP2K2	5605	mitogen-activated protein kinase kinase 2
3846638	LOC407835	407835	mitogen-activated protein kinase kinase 2 pseudogene
2323899	UBXN10	127733	UBX domain protein 10
2323899	LOC105376825	105376825	uncharacterized LOC105376825
3671076	HSD17B2	3294	hydroxysteroid 17-beta dehydrogenase 2
2899095	H4C1	8359	H4 clustered histone 1
2953408	UNC5CL	222643	unc-5 family C-terminal like
3064204	ACTL6B	51412	actin like 6B
3980936	NA	NA	NA
2993650	NA	NA	NA
3209623	ZFAND5	7763	zinc finger AN1-type containing 5
2709759	RTP2	344892	receptor transporter protein 2
3645601	MMP25	64386	matrix metallopeptidase 25
2930753	GINM1	116254	glycoprotein integral membrane 1
3365757	CSRP3	8048	cysteine and glycine rich protein 3
3625271	RAB27A	5873	"RAB27A, member RAS oncogene family"
3204285	CCL19	6363	C-C motif chemokine ligand 19
3147508	KLF10	7071	Kruppel like factor 10
3147508	LOC105375685	105375685	uncharacterized LOC105375685
3722311	NA	NA	NA
3770172	LINC00469	283982	long intergenic non-protein coding RNA 469
3389353	CARD17	440068	caspase recruitment domain family member 17
3389353	CASP1	834	caspase 1
3389353	CASP1P2	440067	caspase 1 pseudogene 2
3389353	CARD16	114769	caspase recruitment domain family member 16
3389353	LOC105369468	105369468	uncharacterized LOC105369468
2362723	FCRL6	343413	Fc receptor like 6
2566645	MITD1	129531	microtubule interacting and trafficking domain containing 1
2338625	HOOK1	51361	hook microtubule tethering protein 1
2468105	SILC1	150622	sciatic injury induced lincRNA upregulator of SOX11
3677170	NA	NA	NA
2784074	SMIM43	132332	small integral membrane protein 43
3852691	DDX39A	10212	DExD-box helicase 39A
2986951	CYP2W1	54905	cytochrome P450 family 2 subfamily W member 1
2859494	SREK1IP1	285672	SREK1 interacting protein 1
2562115	NA	NA	NA
3697882	ZNF821	55565	zinc finger protein 821
3392871	ZPR1	8882	ZPR1 zinc finger
3443464	PZP	5858	PZP alpha-2-macroglobulin like
3768791	ABCA6	23460	ATP binding cassette subfamily A member 6
3838556	FLT3LG	2323	fms related receptor tyrosine kinase 3 ligand
3922369	UMODL1	89766	uromodulin like 1
3475496	IL31	386653	interleukin 31
2488078	MPHOSPH10	10199	M-phase phosphoprotein 10
3699816	NA	NA	NA
4004853	SRPX	8406	sushi repeat containing protein X-linked
2858823	NA	NA	NA
2344511	DNASE2B	58511	deoxyribonuclease 2 beta
3361494	OR5P2	120065	olfactory receptor family 5 subfamily P member 2
2560625	EVA1A	84141	"eva-1 homolog A, regulator of programmed cell death"
2362746	SLAMF8	56833	SLAM family member 8
3606981	LINC00052	145978	long intergenic non-protein coding RNA 52
3809800	NA	NA	NA
2746422	POU4F2	5458	POU class 4 homeobox 2
3902743	NOL4L	140688	nucleolar protein 4 like
3685373	ERN2	10595	endoplasmic reticulum to nucleus signaling 2
2376376	TMCC2	9911	transmembrane and coiled-coil domain family 2
3351675	CXCR5	643	C-X-C motif chemokine receptor 5
3996083	TMEM187	8269	transmembrane protein 187
3138978	COPS5	10987	COP9 signalosome subunit 5
3934529	TSPEAR	54084	thrombospondin type laminin G domain and EAR repeats
3235461	CDC123	8872	cell division cycle 123
3556212	NA	NA	NA
3745504	SCO1	6341	synthesis of cytochrome C oxidase 1
2829864	SLC25A48	153328	solute carrier family 25 member 48
4022970	CT55	54967	cancer/testis antigen 55
2678298	DNASE1L3	1776	deoxyribonuclease 1 like 3
3718514	UNC45B	146862	unc-45 myosin chaperone B
3871662	NLRP11	204801	NLR family pyrin domain containing 11
3904508	SLA2	84174	Src like adaptor 2
2860178	CD180	4064	CD180 molecule
2672140	LTF	4057	lactotransferrin
3158011	PARP10	84875	poly(ADP-ribose) polymerase family member 10
3756262	TNS4	84951	tensin 4
2443417	SELP	6403	selectin P
2406399	NA	NA	NA
3362791	NA	NA	NA
2915133	TPBG	7162	trophoblast glycoprotein
2915133	LOC105377874	105377874	uncharacterized LOC105377874
3039485	MEOX2	4223	mesenchyme homeobox 2
2509557	ACVR2A	92	activin A receptor type 2A
3856014	NA	NA	NA
3973505	CFAP47	286464	cilia and flagella associated protein 47
3556156	NA	NA	NA
2503929	CNTNAP5	129684	contactin associated protein family member 5
3392942	NA	NA	NA
3725958	NA	NA	NA
3039830	AGR3	155465	"anterior gradient 3, protein disulphide isomerase family member"
2796338	LINC02363	728175	long intergenic non-protein coding RNA 2363
3684486	IGSF6	10261	immunoglobulin superfamily member 6
2783316	SEC24D	9871	"SEC24 homolog D, COPII coat complex component"
3717605	RHBDL3	162494	rhomboid like 3
3414632	DIP2B	57609	disco interacting protein 2 homolog B
3542445	ADAM21	8747	ADAM metallopeptidase domain 21
3542445	SAP25	100316904	Sin3A associated protein 25
3542445	ADAM21P1	145241	ADAM metallopeptidase domain 21 pseudogene 1
3542445	ADAM20P1	317760	ADAM metallopeptidase domain 20 pseudogene 1
3143406	CNGB3	54714	cyclic nucleotide gated channel subunit beta 3
3427014	SNRPF	6636	small nuclear ribonucleoprotein polypeptide F
3952762	CLDN5	7122	claudin 5
2362270	OR10K1	391109	olfactory receptor family 10 subfamily K member 1
3330693	OR4C16	219428	olfactory receptor family 4 subfamily C member 16
2404122	MATN1	4146	matrilin 1
3895702	SPEF1	25876	sperm flagellar 1
2584904	SLC38A11	151258	solute carrier family 38 member 11
3592304	SLC28A2	9153	solute carrier family 28 member 2
3437801	PIWIL1	9271	piwi like RNA-mediated gene silencing 1
3334783	ARL2	402	ADP ribosylation factor like GTPase 2
3334783	SNX15	29907	sorting nexin 15
3334783	ARL2-SNX15	100528018	ARL2-SNX15 readthrough (NMD candidate)
3794641	GALR1	2587	galanin receptor 1
2892800	C6orf201	404220	chromosome 6 open reading frame 201
3980924	NA	NA	NA
2902155	PSORS1C1	170679	psoriasis susceptibility 1 candidate 1
3825192	NA	NA	NA
3656855	KAT8	84148	lysine acetyltransferase 8
2565337	NA	NA	NA
3265224	VWA2	340706	von Willebrand factor A domain containing 2
3193631	FCN2	2220	ficolin 2
3128362	GNRH1	2796	gonadotropin releasing hormone 1
2565341	NA	NA	NA
3772056	LINC01973	400624	long intergenic non-protein coding RNA 1973
3128911	STMN4	81551	stathmin 4
3711165	COX10	1352	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
3556044	NA	NA	NA
2531648	SPATA3	130560	spermatogenesis associated 3
3096498	NA	NA	NA
3562557	FSCB	84075	fibrous sheath CABYR binding protein
3913775	CHRNA4	1137	cholinergic receptor nicotinic alpha 4 subunit
2937625	LINC00574	80069	long intergenic non-protein coding RNA 574
3555891	NA	NA	NA
3126087	ASAH1	427	N-acylsphingosine amidohydrolase 1
3126087	ABRAXAS1	84142	"abraxas 1, BRCA1 A complex subunit"
3556198	NA	NA	NA
2569550	GCC2-AS1	644903	GCC2 antisense RNA 1
3743534	NA	NA	NA
2523614	NA	NA	NA
2853885	GDNF	2668	glial cell derived neurotrophic factor
2735598	TIGD2	166815	tigger transposable element derived 2
2639129	SLC49A4	84925	solute carrier family 49 member 4
2395146	TNFRSF9	3604	TNF receptor superfamily member 9
3439510	SLC6A12	6539	solute carrier family 6 member 12
3406329	PTPRO	5800	protein tyrosine phosphatase receptor type O
3722248	G6PC1	2538	glucose-6-phosphatase catalytic subunit 1
3275544	NA	NA	NA
3063337	ZNF394	84124	zinc finger protein 394
3487360	FAM216B	144809	family with sequence similarity 216 member B
2462693	ZP4	57829	zona pellucida glycoprotein 4
2536996	NA	NA	NA
3740546	NA	NA	NA
2351854	C1orf162	128346	chromosome 1 open reading frame 162
3335830	NA	NA	NA
2350316	FNDC7	163479	fibronectin type III domain containing 7
3552729	PPP2R5C	5527	protein phosphatase 2 regulatory subunit B'gamma
2844383	NA	NA	NA
3000895	LINC00525	84847	long intergenic non-protein coding RNA 525
3708644	FGF11	2256	fibroblast growth factor 11
3556112	NA	NA	NA
3065007	ALKBH4	54784	"alkB homolog 4, lysine demethylase"
3846831	PLIN5	440503	perilipin 5
3846831	LRG1	116844	leucine rich alpha-2-glycoprotein 1
3456896	DCD	117159	dermcidin
2461891	B3GALNT2	148789	"beta-1,3-N-acetylgalactosaminyltransferase 2"
3710406	SHISA6	388336	shisa family member 6
2375596	ADORA1	134	adenosine A1 receptor
2376799	IKBKE	9641	inhibitor of nuclear factor kappa B kinase subunit epsilon
